2026-02-28 10:10:20,אבירים,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,אבן מנחם,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,אודם,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,אלקוש,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,בית הלל,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,ברעם,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,גונן,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,גורן,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,גורנות הגליל,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,דוב''ב,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,דישון,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,דפנה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,הגושרים,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,הילה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,זרעית,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,חורפיש,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,יפתח,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,יראון,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,כפר בלום,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,כפר גלעדי,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,כפר יובל,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,כפר סאלד,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,כרם בן זמרה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,לב החולה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,להבות הבשן,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מג'דל שמס,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מטולה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מלכיה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מנרה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מסעדה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מעיין ברוך,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מרגליות,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מרכז אזורי מבואות חרמון,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,משגב עם,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,מתת,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,נאות מרדכי,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,נווה אטי''ב,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,נטועה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,נמרוד,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,סאסא,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,ע'ג'ר,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,עין קנייא,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,עלמה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,עמיר,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,ערב אל עראמשה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,פסוטה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,צבעון,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,קיבוץ דן,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,קלע אלון,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,קריית שמונה,0,5597,ירי רקטות וטילים,
2026-02-28 10:10:20,ריחאנייה,0,5597,ירי רקטות וטילים,
